file,algo,level,target,n,seed_idx,interaction_edges,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions,n_rotation_gates,mean_abs_angle,std_angle,sum_sin_sq_half,mean_angle_squared,angle_position_weighted,n_qubits,device,status,pre_routing_depth,pre_routing_2q,bare_routed_2q,bare_routed_depth,bare_n_active,mirror_routed_2q,mirror_routed_depth,mirror_n_active,mirror_over_bare_2q,err
qaoa_indep_none_11_s38.qasm,qaoa,indep,none,11,38,"[[0, 5], [0, 7], [0, 9], [1, 2], [1, 3], [1, 5], [1, 7], [1, 9], [2, 3], [2, 4], [2, 5], [2, 9], [3, 6], [3, 7], [3, 8], [3, 10], [4, 7], [4, 8], [4, 9], [4, 10], [5, 6], [5, 7], [5, 9], [6, 7], [6, 9], [6, 10], [7, 8], [7, 10], [8, 10], [9, 10]]",11.0,28.0,93.0,60.0,0.5454545454545454,0.4,0.6451612903225806,0.2321428571428571,0.5324675324675324,2.515132700842435,2.23566326407504,9.60858731844525,0.2617588431562908,1.9550327598206765,14.780951008408048,78.72727272727278,2.9411671344616925,5.03026540168487,2.23566326407504,0.0,2.0,2.0,5.743741677290711,0.5454545454545454,2.0,0.5521645021645022,1.0,8.0,1.7024793388429755,-0.4179608372721092,24.0,10.266666666666667,0.8762505070458251,3.0,2.5454545454545454,2.296877247901256,0.2857142857142857,1.0,82.0,7.469377306049028,1.9434106636201527,56.86850940645369,59.56844234759277,254.90605710142145,11,FakeBrisbane,routed,27.0,60.0,291.0,596.0,11.0,636.0,1225.0,11.0,2.185567010309278,
qaoa_indep_none_11_s39.qasm,qaoa,indep,none,11,39,"[[0, 1], [0, 3], [0, 4], [0, 8], [0, 9], [1, 3], [1, 5], [1, 6], [1, 8], [1, 10], [2, 4], [2, 8], [3, 4], [3, 8], [3, 9], [4, 5], [4, 7], [4, 8], [4, 9], [5, 6], [6, 7], [6, 8], [7, 8], [8, 9], [9, 10]]",11.0,25.0,83.0,50.0,0.4545454545454545,0.42,0.6024096385542169,0.2319999999999999,0.5236363636363637,1.5901871466713018,2.164316475626741,9.186963119876872,0.173091708970811,2.8016547049441787,12.11395735662237,88.72727272727269,2.955403377258936,3.180374293342604,2.164316475626741,0.0,2.0,2.0,5.276078636566483,0.4545454545454545,3.0,0.5311688311688312,1.0,8.0,3.520661157024794,-0.3343037360504607,18.0,9.04,0.9250944361571722,3.0,2.272727272727273,0.8861517572133927,0.32,1.0,72.0,3.928394106449201,1.953892382911967,36.85355889577649,19.249975699586223,158.99607444553587,11,FakeBrisbane,routed,24.0,50.0,244.0,465.0,11.0,473.0,945.0,11.0,1.9385245901639343,
qaoa_indep_none_11_s4.qasm,qaoa,indep,none,11,4,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 9], [1, 2], [1, 3], [1, 5], [1, 6], [1, 8], [1, 10], [2, 5], [2, 6], [2, 7], [2, 8], [2, 10], [3, 6], [3, 8], [3, 10], [4, 8], [4, 9], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 9], [7, 9], [8, 9], [9, 10]]",11.0,33.0,97.0,64.0,0.5818181818181818,0.453125,0.6597938144329897,0.1939393939393939,0.4738292011019284,2.614403612566311,2.230854584484451,9.950915482420054,0.2627299585837191,1.8777613492865,15.34245733443577,91.63636363636368,2.733770321007417,5.228807225132622,2.230854584484451,0.0,2.0,2.0,6.228503130661021,0.5818181818181818,3.0,0.5515151515151515,1.0,8.0,2.512396694214876,-0.2333333333333333,30.0,11.8125,0.8577182021148877,3.0,3.0,1.7880151487829874,0.303030303030303,1.0,86.0,7.280424948490725,5.159816471335584,9.681551051883034,79.62829344847216,246.40304545750672,11,FakeBrisbane,routed,32.0,64.0,359.0,717.0,11.0,724.0,1464.0,11.0,2.0167130919220058,
qaoa_indep_none_11_s40.qasm,qaoa,indep,none,11,40,"[[0, 1], [0, 3], [0, 5], [0, 9], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [2, 3], [2, 6], [2, 8], [2, 10], [3, 4], [3, 7], [4, 6], [4, 8], [4, 10], [5, 7], [5, 8], [5, 9], [6, 10], [8, 9]]",11.0,25.0,79.0,46.0,0.4181818181818181,0.4565217391304347,0.5822784810126582,0.216,0.4945454545454545,1.2542205900438417,2.214220878509665,7.583121782999039,0.1653963401795469,2.806943656439576,11.800447524620644,53.63636363636364,3.27634897469739,2.508441180087683,2.214220878509665,0.0,2.0,2.0,4.63508923545612,0.4181818181818181,3.0,0.3909090909090909,1.0,6.0,0.6942148760330578,-0.0454545454545457,10.0,9.826086956521738,0.945431571287738,3.0,2.272727272727273,1.1322150593199467,0.4,1.0,68.0,7.150381072327818,4.726699291761211,26.504418816456663,73.46963567423984,204.71048572940347,11,FakeBrisbane,routed,24.0,46.0,239.0,440.0,11.0,484.0,875.0,11.0,2.0251046025104604,
qaoa_indep_none_11_s41.qasm,qaoa,indep,none,11,41,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 7], [0, 9], [1, 2], [1, 3], [1, 4], [1, 7], [1, 8], [1, 9], [1, 10], [2, 7], [2, 8], [2, 9], [2, 10], [3, 4], [3, 5], [3, 9], [3, 10], [4, 5], [4, 6], [4, 9], [5, 6], [5, 7], [5, 9], [5, 10], [6, 8], [6, 9], [6, 10], [7, 8], [7, 9], [7, 10], [8, 9]]",11.0,30.0,103.0,70.0,0.6363636363636364,0.3714285714285714,0.6796116504854369,0.2433333333333333,0.5575757575757576,3.962927654455494,2.2606451225575777,10.274713664229408,0.3856971380382218,1.5666773657501665,16.617694246840202,84.5454545454545,2.6093782483146595,7.925855308910988,2.2606451225575777,0.0,2.0,2.0,6.567881371016697,0.6363636363636364,2.0,0.6225829725829726,1.0,9.0,1.322314049586777,-0.1573333333333328,40.0,11.142857142857142,0.8310935618401196,3.0,2.727272727272727,3.338852118111384,0.3333333333333333,1.0,92.0,7.143226930006988,4.397485619149672,56.89168356281438,70.36357074420519,401.5077487427066,11,FakeBrisbane,routed,29.0,70.0,380.0,706.0,11.0,784.0,1453.0,11.0,2.0631578947368423,
qaoa_indep_none_11_s42.qasm,qaoa,indep,none,11,42,"[[0, 1], [0, 2], [0, 5], [0, 7], [0, 10], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [1, 9], [2, 3], [2, 5], [2, 6], [3, 4], [3, 6], [3, 8], [3, 9], [4, 5], [4, 6], [5, 6], [5, 8], [6, 8], [7, 8], [8, 9], [8, 10], [9, 10]]",11.0,29.0,87.0,54.0,0.4909090909090909,0.4629629629629629,0.6206896551724138,0.2,0.4764890282131661,2.1740197963832446,2.2223175584214867,8.710064951273042,0.2495985745853129,2.247651163688257,13.569625364678254,70.90909090909093,3.098759488309225,4.348039592766489,2.2223175584214867,0.0,2.0,2.0,5.283073535232589,0.4909090909090909,3.0,0.4558441558441558,1.0,7.0,1.537190082644628,-0.2477876106194693,17.0,9.48148148148148,0.905161906135781,3.0,2.636363636363636,0.806097324381202,0.3793103448275862,1.0,76.0,9.152329123972669,1.722874923335297,52.713032565743134,86.73342639497592,320.4781288309744,11,FakeBrisbane,routed,28.0,54.0,270.0,538.0,11.0,531.0,1034.0,11.0,1.9666666666666663,
qaoa_indep_none_11_s43.qasm,qaoa,indep,none,11,43,"[[0, 1], [0, 4], [0, 7], [0, 9], [0, 10], [1, 2], [1, 7], [1, 10], [2, 4], [2, 6], [3, 4], [3, 6], [3, 9], [3, 10], [4, 5], [4, 8], [4, 10], [5, 7], [5, 8], [5, 9], [6, 8], [6, 9], [7, 8], [7, 9]]",11.0,21.0,81.0,48.0,0.4363636363636363,0.3541666666666667,0.5925925925925926,0.2857142857142857,0.6060606060606061,2.246582778868895,2.2273541121827978,7.875009304336832,0.2852800158130205,2.4690874612728706,12.474426628075095,54.54545454545455,3.290392905047029,4.49316555773779,2.2273541121827978,0.0,2.0,2.0,4.680226717135501,0.4363636363636363,2.0,0.3151515151515152,1.0,6.0,0.5950413223140495,-0.1999999999999921,9.0,8.208333333333334,0.9352216176570832,3.0,1.9090909090909087,2.245725385453788,0.3333333333333333,1.0,70.0,5.076568237865258,4.79450298403618,25.75604372152186,48.7588039376342,208.80702440942977,11,FakeBrisbane,routed,20.0,48.0,261.0,507.0,11.0,537.0,1055.0,11.0,2.057471264367816,
qaoa_indep_none_11_s44.qasm,qaoa,indep,none,11,44,"[[0, 2], [0, 4], [0, 7], [0, 8], [0, 10], [1, 6], [1, 7], [1, 8], [1, 10], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 10], [3, 4], [3, 5], [3, 7], [3, 9], [3, 10], [4, 8], [4, 9], [4, 10], [5, 10], [6, 7], [6, 8], [6, 9], [6, 10], [7, 8], [7, 10], [8, 9], [8, 10]]",11.0,28.0,97.0,64.0,0.5818181818181818,0.375,0.6597938144329897,0.2464285714285714,0.5584415584415584,2.5711697305840997,2.2292215476530286,10.107345984512085,0.2543862389319621,1.8717910555165107,15.339034963256305,93.6363636363636,2.724269015806413,5.142339461168199,2.2292215476530286,0.0,2.0,2.0,6.232845683743776,0.5818181818181818,2.0,0.6657287157287157,1.0,9.0,2.6942148760330578,-0.2675728155339806,34.0,10.96875,0.8577182021148877,3.0,2.5454545454545454,2.489174009997629,0.3214285714285714,1.0,86.0,7.040968733770978,4.115992138216464,27.45416896250446,66.51663199180027,320.1073565517545,11,FakeBrisbane,routed,27.0,64.0,368.0,612.0,11.0,700.0,1458.0,11.0,1.9021739130434785,
qaoa_indep_none_11_s45.qasm,qaoa,indep,none,11,45,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [1, 2], [1, 3], [1, 4], [1, 7], [1, 8], [1, 9], [1, 10], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [4, 5], [4, 6], [4, 8], [5, 6], [5, 7], [5, 10], [7, 9], [7, 10], [8, 9], [8, 10]]",11.0,30.0,99.0,66.0,0.6,0.3939393939393939,0.6666666666666666,0.2299999999999999,0.5333333333333333,2.8290125120932377,2.234306729875291,10.133506079574811,0.2791741071528463,1.781241309867468,15.718505302606962,96.0,2.655283563883416,5.658025024186475,2.234306729875291,0.0,2.0,2.0,6.406227111897808,0.6,2.0,0.6797258297258297,1.0,9.0,2.727272727272727,-0.2558613659531151,38.0,12.0,0.8486855577264172,3.0,2.727272727272727,2.6618177743531577,0.4,1.0,88.0,9.15405250590842,1.3225536964900664,63.5551785948079,85.5458255610278,405.1131578770704,11,FakeBrisbane,routed,29.0,66.0,339.0,665.0,11.0,699.0,1387.0,11.0,2.061946902654867,
qaoa_indep_none_11_s46.qasm,qaoa,indep,none,11,46,"[[0, 1], [0, 4], [0, 7], [0, 9], [0, 10], [1, 2], [1, 3], [1, 4], [1, 6], [1, 8], [1, 9], [1, 10], [2, 3], [2, 4], [2, 6], [2, 7], [2, 9], [2, 10], [3, 7], [3, 10], [4, 5], [4, 6], [4, 9], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 8], [6, 10], [8, 10]]",11.0,27.0,95.0,62.0,0.5636363636363636,0.3709677419354839,0.6526315789473685,0.2518518518518519,0.5656565656565656,2.947173133411642,2.2412812447368764,9.453328420900952,0.3117603665282117,1.853645202553814,15.186616405374538,80.54545454545453,2.8860556558536024,5.894346266823284,2.2412812447368764,0.0,2.0,2.0,5.9423540815043525,0.5636363636363636,2.0,0.5199134199134199,1.0,8.0,1.6859504132231402,-0.1952736318407932,26.0,9.709677419354838,0.866907272153586,3.0,2.4545454545454546,2.349861043585804,0.2592592592592592,1.0,84.0,5.765296623372371,3.272555936041086,51.09694091259592,43.94826750998662,238.6178058158897,11,FakeBrisbane,routed,26.0,62.0,337.0,637.0,11.0,680.0,1201.0,11.0,2.0178041543026706,
qaoa_indep_none_11_s47.qasm,qaoa,indep,none,11,47,"[[0, 1], [0, 2], [0, 3], [0, 9], [1, 4], [1, 6], [1, 10], [2, 3], [2, 4], [2, 5], [2, 7], [3, 4], [3, 5], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 6], [5, 7], [6, 7], [6, 10], [7, 10], [9, 10]]",11.0,28.0,83.0,50.0,0.4545454545454545,0.48,0.6024096385542169,0.1964285714285714,0.4675324675324675,1.6273742680548506,2.198312179390404,9.287489234361422,0.1752221969780559,2.589433144397046,12.514681712939842,72.7272727272727,3.109929303457404,3.2547485361097013,2.198312179390404,0.0,2.0,2.0,5.074054409283031,0.4545454545454545,3.0,0.4686147186147185,1.0,8.0,2.066115702479338,-0.2105263157894727,15.0,9.84,0.9250944361571722,3.0,2.5454545454545454,1.2851989986748988,0.3214285714285714,1.0,72.0,5.353416671696512,3.2825866944887103,32.340416016182246,39.43444546763248,182.3295700090297,11,FakeBrisbane,routed,27.0,50.0,247.0,511.0,11.0,476.0,977.0,11.0,1.9271255060728745,
qaoa_indep_none_11_s48.qasm,qaoa,indep,none,11,48,"[[0, 3], [0, 4], [0, 5], [0, 7], [0, 8], [0, 9], [0, 10], [1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [1, 9], [2, 6], [2, 8], [3, 4], [3, 10], [4, 7], [4, 8], [4, 9], [4, 10], [5, 6], [5, 7], [5, 9], [6, 7], [6, 8], [6, 10], [8, 9], [8, 10], [9, 10]]",11.0,26.0,93.0,60.0,0.5454545454545454,0.3666666666666666,0.6451612903225806,0.2576923076923077,0.5734265734265734,2.196004797259969,2.232302907102832,8.78067735920776,0.2500951472675571,2.0112936091534923,14.697600658960264,78.72727272727273,2.922837914613283,4.392009594519939,2.232302907102832,0.0,2.0,2.0,5.792508489929869,0.5454545454545454,3.0,0.5922077922077922,1.0,7.0,1.7024793388429755,-0.231043710972349,26.0,9.9,0.8762505070458251,3.0,2.363636363636364,2.151038503415321,0.3076923076923077,1.0,82.0,7.212940489333119,1.3391842479699128,34.872500617751385,53.819924952671855,306.5907799472787,11,FakeBrisbane,routed,25.0,60.0,300.0,579.0,11.0,645.0,1226.0,11.0,2.15,
qaoa_indep_none_11_s49.qasm,qaoa,indep,none,11,49,"[[0, 2], [0, 3], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [1, 2], [1, 4], [1, 6], [1, 10], [2, 4], [2, 5], [2, 7], [2, 9], [2, 10], [3, 4], [3, 5], [3, 8], [3, 9], [4, 5], [4, 7], [4, 8], [4, 9], [4, 10], [5, 8], [6, 7], [6, 9], [7, 9], [7, 10]]",11.0,26.0,93.0,60.0,0.5454545454545454,0.3666666666666666,0.6451612903225806,0.2576923076923077,0.5734265734265734,2.280336561069232,2.232497732768164,9.55587721307527,0.2386318398847838,1.9795275033531676,14.73724007280831,80.72727272727276,2.923900600060547,4.560673122138464,2.232497732768164,0.0,2.0,2.0,5.813059063816981,0.5454545454545454,3.0,0.570995670995671,1.0,8.0,1.8842975206611567,-0.1904761904761919,26.0,10.266666666666667,0.8762505070458251,3.0,2.363636363636364,2.278824146030124,0.3076923076923077,1.0,82.0,6.281081345206565,1.463221677695472,36.28137098574804,41.59300054317987,281.52736596761474,11,FakeBrisbane,routed,25.0,60.0,309.0,634.0,11.0,600.0,1192.0,11.0,1.941747572815534,
qaoa_indep_none_11_s5.qasm,qaoa,indep,none,11,5,"[[0, 1], [0, 3], [0, 5], [0, 6], [0, 8], [1, 8], [1, 10], [2, 5], [2, 7], [2, 8], [2, 9], [3, 4], [3, 5], [3, 7], [3, 8], [3, 9], [4, 5], [4, 7], [4, 10], [5, 6], [5, 7], [5, 10], [6, 7]]",11.0,21.0,79.0,46.0,0.4181818181818181,0.3695652173913043,0.5822784810126582,0.2761904761904762,0.5887445887445888,1.5082762320569667,2.1841265980800952,8.355567227125587,0.1805115309419671,2.8911558301075466,11.529684248785182,67.63636363636367,3.1505001656282774,3.0165524641139334,2.1841265980800952,0.0,2.0,2.0,4.777448734376056,0.4181818181818181,3.0,0.374025974025974,1.0,7.0,1.966942148760331,-0.1224677716390432,11.0,8.956521739130435,0.945431571287738,3.0,1.9090909090909087,1.5082762320569667,0.4285714285714285,1.0,68.0,6.683886301512468,2.664825152324776,41.41137653311358,51.77562918400879,246.2547445508744,11,FakeBrisbane,routed,20.0,46.0,233.0,431.0,11.0,472.0,820.0,11.0,2.025751072961373,
qaoa_indep_none_11_s6.qasm,qaoa,indep,none,11,6,"[[0, 1], [0, 2], [0, 4], [0, 6], [0, 9], [1, 2], [1, 3], [1, 5], [1, 6], [1, 9], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [3, 4], [3, 5], [3, 7], [3, 8], [3, 9], [4, 5], [4, 7], [5, 6], [6, 7], [6, 10], [7, 9], [7, 10], [8, 9]]",11.0,26.0,91.0,58.0,0.5272727272727272,0.3793103448275862,0.6373626373626373,0.25,0.5594405594405595,1.7094680678243948,2.2149286607769065,9.42312502571188,0.1814120117434451,2.211866219363913,14.12682614577553,84.18181818181816,2.912553957788524,3.418936135648789,2.2149286607769065,0.0,2.0,2.0,5.723052918876708,0.5272727272727272,3.0,0.5664502164502164,1.0,8.0,2.380165289256198,-0.2403258655804515,23.0,9.93103448275862,0.8857443791942419,3.0,2.363636363636364,0.8955341450283945,0.5,1.0,80.0,4.910174793032311,0.7502197188244845,38.42751139679827,24.672646124642984,201.3905087270048,11,FakeBrisbane,routed,25.0,58.0,323.0,615.0,11.0,631.0,1334.0,11.0,1.953560371517028,
qaoa_indep_none_11_s7.qasm,qaoa,indep,none,11,7,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 4], [1, 6], [1, 9], [2, 4], [2, 7], [2, 8], [2, 9], [2, 10], [3, 4], [3, 6], [3, 9], [4, 7], [4, 8], [4, 10], [5, 9], [6, 10], [7, 8], [7, 9], [7, 10], [8, 9], [8, 10]]",11.0,27.0,87.0,54.0,0.4909090909090909,0.4259259259259259,0.6206896551724138,0.2222222222222222,0.5117845117845118,1.792819683645996,2.215838348973798,8.734923089268216,0.2052473347874884,2.340263807174038,13.44409898998096,72.90909090909096,3.066952460111482,3.585639367291992,2.215838348973798,0.0,2.0,2.0,5.341031908383556,0.4909090909090909,3.0,0.4329004329004329,1.0,7.0,1.71900826446281,-0.2436028659160728,18.0,9.962962962962964,0.905161906135781,3.0,2.4545454545454546,1.6348251625585883,0.4074074074074074,1.0,76.0,7.2371563239561505,3.399094758060173,62.14407378175531,63.93027683165062,270.3803226043848,11,FakeBrisbane,routed,26.0,54.0,279.0,584.0,14.0,573.0,1116.0,11.0,2.053763440860215,
qaoa_indep_none_11_s8.qasm,qaoa,indep,none,11,8,"[[0, 3], [0, 6], [0, 7], [0, 8], [0, 9], [1, 7], [1, 9], [2, 6], [2, 7], [2, 8], [3, 4], [3, 6], [3, 8], [3, 9], [4, 10], [5, 6], [6, 8], [6, 9], [6, 10], [7, 8], [7, 9], [8, 10]]",11.0,24.0,77.0,44.0,0.4,0.4545454545454545,0.5714285714285714,0.2208333333333333,0.5,0.9214863888435844,2.1262961743302258,8.332350358134766,0.1105914116950146,3.778813778813781,10.204591645319544,79.99999999999993,2.960007252841343,1.842972777687169,2.1262961743302258,0.0,2.0,2.0,4.873529084805599,0.4,3.0,0.4454545454545455,1.0,7.0,3.272727272727273,-0.2345058626465666,13.0,9.909090909090908,0.9556998911125344,3.0,2.1818181818181817,0.9214863888435844,0.25,1.0,66.0,7.390635816899263,3.453010707464646,47.57414533774555,66.54478072389975,285.4029630337335,11,FakeBrisbane,routed,23.0,44.0,232.0,406.0,11.0,437.0,801.0,11.0,1.8836206896551724,
qaoa_indep_none_11_s9.qasm,qaoa,indep,none,11,9,"[[0, 1], [0, 2], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [1, 2], [1, 3], [1, 4], [1, 7], [1, 9], [2, 5], [2, 7], [2, 9], [2, 10], [3, 5], [3, 6], [3, 7], [3, 10], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [5, 7], [5, 8], [5, 9], [6, 9], [7, 8], [7, 9], [8, 9], [9, 10]]",11.0,30.0,103.0,70.0,0.6363636363636364,0.3714285714285714,0.6796116504854369,0.2433333333333333,0.5575757575757576,3.756953636882413,2.2506555775394164,10.468768428307746,0.3588725514955074,1.5976471743931702,16.515965521469504,94.5454545454546,2.545808416380907,7.513907273764826,2.2506555775394164,0.0,2.0,2.0,6.685935470478492,0.6363636363636364,2.0,0.5476190476190476,1.0,9.0,2.2314049586776856,-0.2055555555555595,38.0,10.82857142857143,0.8310935618401196,3.0,2.727272727272727,3.421955344319663,0.3,1.0,92.0,8.339099364102612,2.118046545047727,62.967501171282585,74.02669937136523,370.6714995562113,11,FakeBrisbane,routed,29.0,70.0,407.0,821.0,15.0,769.0,1441.0,11.0,1.8894348894348891,
qaoa_indep_none_12_s0.qasm,qaoa,indep,none,12,0,"[[0, 1], [0, 2], [0, 9], [0, 10], [0, 11], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 9], [1, 10], [2, 4], [2, 5], [2, 6], [2, 9], [2, 11], [3, 9], [3, 10], [3, 11], [4, 5], [4, 6], [4, 7], [4, 9], [4, 10], [4, 11], [5, 6], [5, 7], [5, 8], [5, 9], [6, 8], [6, 9], [7, 10], [7, 11], [8, 9], [9, 10], [10, 11]]",12.0,31.0,112.0,76.0,0.5757575757575758,0.3552631578947368,0.6785714285714286,0.2375366568914955,0.5376344086021505,2.400026257782324,2.3247544678952856,10.37565847363335,0.2313131512454151,1.927227958812162,17.84792200203688,114.66666666666664,3.0332092568473823,4.800052515564648,2.3247544678952856,0.0,2.0,2.0,6.8044609099425815,0.5757575757575758,3.0,0.6676587301587302,1.0,9.0,3.222222222222222,-0.2050147492625345,46.0,11.31578947368421,0.8325354285489529,3.0,2.583333333333333,1.6504077690906285,0.4193548387096774,1.0,100.0,1.6419251100657473,2.547295507048706,21.58569197830146,9.184632467294946,89.39007469950707,12,FakeBrisbane,routed,30.0,76.0,407.0,686.0,12.0,883.0,1543.0,16.0,2.1695331695331697,
qaoa_indep_none_12_s1.qasm,qaoa,indep,none,12,1,"[[0, 1], [0, 2], [0, 3], [0, 6], [0, 7], [0, 10], [1, 4], [1, 5], [1, 8], [1, 9], [1, 10], [1, 11], [2, 3], [2, 8], [3, 5], [3, 11], [4, 5], [4, 6], [4, 8], [4, 11], [5, 7], [5, 9], [5, 10], [5, 11], [6, 9], [6, 10], [6, 11], [7, 8], [7, 9], [7, 10], [7, 11], [8, 10], [8, 11]]",12.0,28.0,102.0,66.0,0.5,0.3636363636363636,0.6470588235294118,0.2402597402597402,0.5357142857142857,2.239145589504185,2.32928820277368,9.539523656091538,0.2347229977331584,2.167016741294544,16.38652731761156,85.00000000000004,3.434970607943897,4.47829117900837,2.32928820277368,0.0,2.0,2.0,5.848744839995281,0.5,3.0,0.3849206349206349,1.0,7.0,1.5833333333333333,-0.0341225626740976,21.0,10.181818181818182,0.8739004142690672,3.0,2.333333333333333,2.2197703159126854,0.3214285714285714,1.0,90.0,7.485385245920319,4.670822526125094,24.943628070372547,77.84757535039918,404.9776212663151,12,FakeBrisbane,routed,27.0,66.0,390.0,672.0,12.0,756.0,1368.0,12.0,1.9384615384615385,
qaoa_indep_none_12_s10.qasm,qaoa,indep,none,12,10,"[[0, 1], [0, 4], [0, 5], [0, 6], [0, 8], [0, 9], [1, 3], [1, 6], [1, 7], [1, 9], [2, 3], [2, 4], [2, 5], [2, 7], [2, 8], [2, 10], [2, 11], [3, 4], [3, 7], [3, 8], [3, 11], [4, 6], [4, 7], [4, 10], [4, 11], [5, 7], [5, 10], [6, 7], [6, 8], [6, 9], [6, 11], [7, 9], [7, 10], [8, 9], [8, 10], [8, 11]]",12.0,32.0,108.0,72.0,0.5454545454545454,0.3888888888888889,0.6666666666666666,0.2159090909090909,0.5,3.00878651122232,2.343567182242252,9.835460819909706,0.3059121037960621,1.9120837071219072,17.525001650272095,87.99999999999996,3.310846278085181,6.01757302244464,2.343567182242252,0.0,2.0,2.0,6.233121166572668,0.5454545454545454,2.0,0.5345238095238095,1.0,8.0,1.3333333333333333,-0.2331730769230823,32.0,11.916666666666666,0.8486855577264172,3.0,2.6666666666666665,2.574625011096227,0.34375,1.0,96.0,6.435339778313176,4.40910381286724,63.41305273945608,60.8537944949803,228.81243846234312,12,FakeBrisbane,routed,31.0,72.0,435.0,739.0,15.0,876.0,1555.0,12.0,2.013793103448276,
qaoa_indep_none_12_s11.qasm,qaoa,indep,none,12,11,"[[0, 2], [0, 4], [0, 5], [0, 6], [0, 11], [1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 11], [2, 4], [2, 7], [2, 9], [2, 11], [3, 4], [3, 5], [3, 9], [3, 10], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [5, 6], [5, 7], [6, 8], [7, 8], [7, 10], [9, 10]]",12.0,27.0,98.0,62.0,0.4696969696969697,0.3709677419354839,0.6326530612244898,0.239057239057239,0.5308641975308642,1.9481983365765696,2.306217960576361,10.240766985098976,0.1902394946991112,2.433034676404365,15.41911569277592,91.66666666666674,3.430616164149557,3.89639667315314,2.306217960576361,0.0,2.0,2.0,5.659172658525852,0.4696969696969697,3.0,0.535978835978836,1.0,9.0,2.472222222222222,-0.1708246708246695,23.0,10.935483870967742,0.891350095011364,3.0,2.25,1.942500413038708,0.4074074074074074,1.0,86.0,3.955482158700466,3.294312149627354,18.25439960584258,26.49833164698009,136.5388725447392,12,FakeBrisbane,routed,26.0,62.0,349.0,665.0,12.0,668.0,1209.0,12.0,1.9140401146131805,
qaoa_indep_none_12_s12.qasm,qaoa,indep,none,12,12,"[[0, 2], [0, 3], [0, 8], [1, 2], [1, 5], [1, 7], [1, 8], [1, 11], [2, 8], [2, 10], [2, 11], [3, 4], [3, 5], [3, 6], [3, 7], [3, 9], [3, 10], [3, 11], [4, 5], [4, 7], [4, 8], [4, 10], [5, 6], [5, 8], [5, 11], [6, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 10], [8, 11]]",12.0,28.0,100.0,64.0,0.4848484848484848,0.375,0.64,0.2337662337662338,0.5238095238095238,1.8265462460687505,2.2871161661933423,10.017221231388907,0.1823406116204439,2.5037433658519737,15.480958981205214,108.66666666666669,3.2700785739822447,3.653092492137501,2.2871161661933423,0.0,2.0,2.0,5.932059845600331,0.4848484848484848,3.0,0.5621031746031746,1.0,8.0,3.722222222222222,-0.4360878984834416,26.0,10.65625,0.8825632953798344,3.0,2.333333333333333,1.824584157354396,0.2857142857142857,1.0,88.0,3.736568354815812,3.255517186541483,66.95161907181789,24.56033522207792,193.0034669850245,12,FakeBrisbane,routed,27.0,64.0,341.0,637.0,12.0,709.0,1184.0,12.0,2.0791788856304985,
